track_id,x,y,frame,timestamp,lost,occluded,generated,label,state
0,11196,7990,0,1477388576.26636,0,0,0,human,upright
0,11192,7986,1,1477388576.30637,0,0,1,human,upright
0,11192,7982,2,1477388576.34639,0,0,1,human,upright
0,11192,7982,3,1477388576.3864,0,0,1,human,upright
0,11188,7978,4,1477388576.42641,0,0,1,human,upright
0,11188,7978,5,1477388576.46643,0,0,1,human,upright
0,11188,7974,6,1477388576.50644,0,0,1,human,upright
0,11184,7974,7,1477388576.54645,0,0,1,human,upright
0,11184,7970,8,1477388576.58647,0,0,1,human,upright
0,11184,7966,9,1477388576.62648,0,0,1,human,upright
0,11184,7966,10,1477388576.6665,0,0,1,human,upright
0,11180,7962,11,1477388576.70651,0,0,1,human,upright
0,11180,7962,12,1477388576.74652,0,0,1,human,upright
0,11180,7958,13,1477388576.78654,0,0,1,human,upright
0,11176,7958,14,1477388576.82655,0,0,1,human,upright
0,11176,7954,15,1477388576.86657,0,0,1,human,upright
0,11176,7950,16,1477388576.90658,0,0,1,human,upright
0,11172,7950,17,1477388576.94659,0,0,1,human,upright
0,11172,7946,18,1477388576.98661,0,0,1,human,upright
0,11172,7946,19,1477388577.02662,0,0,1,human,upright
0,11172,7942,20,1477388577.06664,0,0,1,human,upright
0,11168,7942,21,1477388577.10665,0,0,1,human,upright
0,11168,7938,22,1477388577.14666,0,0,1,human,upright
0,11168,7934,23,1477388577.18668,0,0,1,human,upright
0,11164,7934,24,1477388577.22669,0,0,1,human,upright
0,11164,7930,25,1477388577.26671,0,0,1,human,upright
0,11164,7930,26,1477388577.30672,0,0,1,human,upright
0,11160,7926,27,1477388577.34673,0,0,1,human,upright
0,11160,7926,28,1477388577.38675,0,0,1,human,upright
0,11160,7922,29,1477388577.42676,0,0,1,human,upright
0,11160,7922,30,1477388577.46677,0,0,0,human,upright
0,11156,7918,31,1477388577.50679,0,0,1,human,upright
0,11156,7918,32,1477388577.5468,0,0,1,human,upright
0,11156,7914,33,1477388577.58682,0,0,1,human,upright
0,11152,7914,34,1477388577.62683,0,0,1,human,upright
0,11152,7910,35,1477388577.66684,0,0,1,human,upright
0,11152,7910,36,1477388577.70686,0,0,1,human,upright
0,11152,7906,37,1477388577.74687,0,0,1,human,upright
0,11148,7906,38,1477388577.78689,0,0,1,human,upright
0,11148,7906,39,1477388577.8269,0,0,1,human,upright
0,11148,7902,40,1477388577.86691,0,0,1,human,upright
0,11148,7902,41,1477388577.90693,0,0,1,human,upright
0,11144,7898,42,1477388577.94694,0,0,1,human,upright
0,11144,7898,43,1477388577.98696,0,0,1,human,upright
0,11144,7894,44,1477388578.02697,0,0,1,human,upright
0,11144,7894,45,1477388578.06698,0,0,1,human,upright
0,11140,7894,46,1477388578.107,0,0,1,human,upright
0,11140,7890,47,1477388578.14701,0,0,1,human,upright
0,11140,7890,48,1477388578.18703,0,0,1,human,upright
0,11136,7886,49,1477388578.22704,0,0,1,human,upright
0,11136,7886,50,1477388578.26705,0,0,1,human,upright
0,11136,7882,51,1477388578.30707,0,0,1,human,upright
0,11136,7882,52,1477388578.34708,0,0,1,human,upright
0,11132,7882,53,1477388578.38709,0,0,1,human,upright
0,11132,7878,54,1477388578.42711,0,0,1,human,upright
0,11132,7878,55,1477388578.46712,0,0,1,human,upright
0,11132,7874,56,1477388578.50714,0,0,1,human,upright
0,11128,7874,57,1477388578.54715,0,0,1,human,upright
0,11128,7870,58,1477388578.58716,0,0,1,human,upright
0,11128,7870,59,1477388578.62718,0,0,1,human,upright
0,11128,7870,60,1477388578.66719,0,0,0,human,upright
0,11124,7866,61,1477388578.70721,0,0,1,human,upright
0,11124,7866,62,1477388578.74722,0,0,1,human,upright
0,11120,7866,63,1477388578.78723,0,0,1,human,upright
0,11120,7866,64,1477388578.82725,0,0,1,human,upright
0,11116,7866,65,1477388578.86726,0,0,1,human,upright
0,11116,7862,66,1477388578.90728,0,0,1,human,upright
0,11112,7862,67,1477388578.94729,0,0,1,human,upright
0,11112,7862,68,1477388578.9873,0,0,1,human,upright
0,11108,7862,69,1477388579.02732,0,0,1,human,upright
0,11108,7862,70,1477388579.06733,0,0,1,human,upright
0,11104,7862,71,1477388579.10735,0,0,1,human,upright
0,11104,7858,72,1477388579.14736,0,0,1,human,upright
0,11100,7858,73,1477388579.18737,0,0,1,human,upright
0,11100,7858,74,1477388579.22739,0,0,1,human,upright
0,11096,7858,75,1477388579.2674,0,0,1,human,upright
0,11096,7858,76,1477388579.30742,0,0,1,human,upright
0,11092,7858,77,1477388579.34743,0,0,1,human,upright
0,11092,7854,78,1477388579.38744,0,0,1,human,upright
0,11088,7854,79,1477388579.42746,0,0,1,human,upright
0,11088,7854,80,1477388579.46747,0,0,1,human,upright
0,11084,7854,81,1477388579.50748,0,0,1,human,upright
0,11084,7854,82,1477388579.5475,0,0,1,human,upright
0,11080,7850,83,1477388579.58751,0,0,1,human,upright
0,11080,7850,84,1477388579.62753,0,0,1,human,upright
0,11076,7850,85,1477388579.66754,0,0,1,human,upright
0,11076,7850,86,1477388579.70755,0,0,1,human,upright
0,11072,7850,87,1477388579.74757,0,0,1,human,upright
0,11072,7850,88,1477388579.78758,0,0,1,human,upright
0,11068,7846,89,1477388579.8276,0,0,1,human,upright
0,11068,7846,90,1477388579.86761,0,0,1,human,upright
0,11064,7846,91,1477388579.90762,0,0,1,human,upright
0,11064,7846,92,1477388579.94764,0,0,1,human,upright
0,11060,7846,93,1477388579.98765,0,0,1,human,upright
0,11060,7846,94,1477388580.02767,0,0,1,human,upright
0,11056,7842,95,1477388580.06768,0,0,1,human,upright
0,11056,7842,96,1477388580.10769,0,0,1,human,upright
0,11052,7842,97,1477388580.14771,0,0,1,human,upright
0,11052,7842,98,1477388580.18772,0,0,1,human,upright
0,11048,7842,99,1477388580.22773,0,0,1,human,upright
0,11048,7842,100,1477388580.26775,0,0,0,human,upright
0,11044,7838,101,1477388580.30776,0,0,1,human,upright
0,11044,7838,102,1477388580.34778,0,0,1,human,upright
0,11040,7838,103,1477388580.38779,0,0,1,human,upright
0,11040,7838,104,1477388580.4278,0,0,1,human,upright
0,11040,7834,105,1477388580.46782,0,0,1,human,upright
0,11036,7834,106,1477388580.50783,0,0,1,human,upright
0,11036,7834,107,1477388580.54785,0,0,1,human,upright
0,11036,7834,108,1477388580.58786,0,0,1,human,upright
0,11032,7830,109,1477388580.62787,0,0,1,human,upright
0,11032,7830,110,1477388580.66789,0,0,1,human,upright
0,11032,7830,111,1477388580.7079,0,0,1,human,upright
0,11028,7830,112,1477388580.74792,0,0,1,human,upright
0,11028,7826,113,1477388580.78793,0,0,1,human,upright
0,11028,7826,114,1477388580.82794,0,0,1,human,upright
0,11024,7826,115,1477388580.86796,0,0,1,human,upright
0,11024,7826,116,1477388580.90797,0,0,1,human,upright
0,11024,7822,117,1477388580.94799,0,0,1,human,upright
0,11020,7822,118,1477388580.988,0,0,1,human,upright
0,11020,7822,119,1477388581.02801,0,0,1,human,upright
0,11020,7822,120,1477388581.06803,0,0,0,human,upright
0,11020,7818,121,1477388581.10804,0,0,1,human,upright
0,11020,7818,122,1477388581.14805,0,0,1,human,upright
0,11020,7814,123,1477388581.18807,0,0,1,human,upright
0,11020,7814,124,1477388581.22808,0,0,1,human,upright
0,11020,7814,125,1477388581.2681,0,0,1,human,upright
0,11020,7810,126,1477388581.30811,0,0,1,human,upright
0,11020,7810,127,1477388581.34812,0,0,1,human,upright
0,11020,7806,128,1477388581.38814,0,0,1,human,upright
0,11020,7806,129,1477388581.42815,0,0,1,human,upright
0,11020,7806,130,1477388581.46817,0,0,0,human,upright
0,11020,7802,131,1477388581.50818,0,0,1,human,upright
0,11020,7802,132,1477388581.54819,0,0,1,human,upright
0,11024,7798,133,1477388581.58821,0,0,1,human,upright
0,11024,7798,134,1477388581.62822,0,0,1,human,upright
0,11028,7794,135,1477388581.66824,0,0,1,human,upright
0,11028,7794,136,1477388581.70825,0,0,1,human,upright
0,11028,7790,137,1477388581.74826,0,0,1,human,upright
0,11032,7790,138,1477388581.78828,0,0,1,human,upright
0,11032,7786,139,1477388581.82829,0,0,1,human,upright
0,11036,7786,140,1477388581.86831,0,0,0,human,upright
0,11036,7782,141,1477388581.90832,0,0,1,human,upright
0,11040,7782,142,1477388581.94833,0,0,1,human,upright
0,11040,7782,143,1477388581.98835,0,0,1,human,upright
0,11044,7778,144,1477388582.02836,0,0,1,human,upright
0,11044,7778,145,1477388582.06837,0,0,1,human,upright
0,11048,7778,146,1477388582.10839,0,0,1,human,upright
0,11048,7774,147,1477388582.1484,0,0,1,human,upright
0,11052,7774,148,1477388582.18842,0,0,1,human,upright
0,11052,7774,149,1477388582.22843,0,0,1,human,upright
0,11056,7774,150,1477388582.26844,0,0,1,human,upright
0,11056,7770,151,1477388582.30846,0,0,1,human,upright
0,11060,7770,152,1477388582.34847,0,0,1,human,upright
0,11060,7770,153,1477388582.38849,0,0,1,human,upright
0,11064,7766,154,1477388582.4285,0,0,1,human,upright
0,11064,7766,155,1477388582.46851,0,0,1,human,upright
0,11068,7766,156,1477388582.50853,0,0,1,human,upright
0,11068,7762,157,1477388582.54854,0,0,1,human,upright
0,11072,7762,158,1477388582.58856,0,0,1,human,upright
0,11072,7762,159,1477388582.62857,0,0,1,human,upright
0,11076,7762,160,1477388582.66858,0,0,1,human,upright
0,11076,7758,161,1477388582.7086,0,0,1,human,upright
0,11080,7758,162,1477388582.74861,0,0,1,human,upright
0,11080,7758,163,1477388582.78863,0,0,1,human,upright
0,11084,7754,164,1477388582.82864,0,0,1,human,upright
0,11084,7754,165,1477388582.86865,0,0,1,human,upright
0,11088,7754,166,1477388582.90867,0,0,1,human,upright
0,11088,7750,167,1477388582.94868,0,0,1,human,upright
0,11092,7750,168,1477388582.98869,0,0,1,human,upright
0,11092,7750,169,1477388583.02871,0,0,1,human,upright
0,11096,7750,170,1477388583.06872,0,0,0,human,upright
0,11096,7746,171,1477388583.10874,0,0,1,human,upright
0,11100,7746,172,1477388583.14875,0,0,1,human,upright
0,11100,7746,173,1477388583.18876,0,0,1,human,upright
0,11104,7746,174,1477388583.22878,0,0,1,human,upright
0,11104,7742,175,1477388583.26879,0,0,1,human,upright
0,11108,7742,176,1477388583.30881,0,0,1,human,upright
0,11108,7742,177,1477388583.34882,0,0,1,human,upright
0,11112,7742,178,1477388583.38883,0,0,1,human,upright
0,11112,7738,179,1477388583.42885,0,0,1,human,upright
0,11116,7738,180,1477388583.46886,0,0,1,human,upright
0,11116,7738,181,1477388583.50888,0,0,1,human,upright
0,11120,7738,182,1477388583.54889,0,0,1,human,upright
0,11120,7734,183,1477388583.5889,0,0,1,human,upright
0,11124,7734,184,1477388583.62892,0,0,1,human,upright
0,11124,7734,185,1477388583.66893,0,0,1,human,upright
0,11128,7734,186,1477388583.70895,0,0,1,human,upright
0,11128,7734,187,1477388583.74896,0,0,1,human,upright
0,11132,7730,188,1477388583.78897,0,0,1,human,upright
0,11132,7730,189,1477388583.82899,0,0,1,human,upright
0,11136,7730,190,1477388583.869,0,0,1,human,upright
0,11136,7730,191,1477388583.90901,0,0,1,human,upright
0,11140,7726,192,1477388583.94903,0,0,1,human,upright
0,11140,7726,193,1477388583.98904,0,0,1,human,upright
0,11144,7726,194,1477388584.02906,0,0,1,human,upright
0,11144,7726,195,1477388584.06907,0,0,1,human,upright
0,11148,7722,196,1477388584.10908,0,0,1,human,upright
0,11148,7722,197,1477388584.1491,0,0,1,human,upright
0,11152,7722,198,1477388584.18911,0,0,1,human,upright
0,11152,7722,199,1477388584.22913,0,0,1,human,upright
0,11156,7722,200,1477388584.26914,0,0,0,human,upright
0,11156,7718,201,1477388584.30915,0,0,1,human,upright
0,11160,7718,202,1477388584.34917,0,0,1,human,upright
0,11164,7718,203,1477388584.38918,0,0,1,human,upright
0,11168,7718,204,1477388584.4292,0,0,1,human,upright
0,11168,7718,205,1477388584.46921,0,0,1,human,upright
0,11172,7718,206,1477388584.50922,0,0,1,human,upright
0,11176,7718,207,1477388584.54924,0,0,1,human,upright
0,11180,7718,208,1477388584.58925,0,0,1,human,upright
0,11180,7718,209,1477388584.62927,0,0,1,human,upright
0,11184,7718,210,1477388584.66928,0,0,1,human,upright
0,11188,7718,211,1477388584.70929,0,0,1,human,upright
0,11192,7718,212,1477388584.74931,0,0,1,human,upright
0,11192,7718,213,1477388584.78932,0,0,1,human,upright
0,11196,7714,214,1477388584.82933,0,0,1,human,upright
0,11200,7714,215,1477388584.86935,0,0,1,human,upright
0,11204,7714,216,1477388584.90936,0,0,1,human,upright
0,11204,7714,217,1477388584.94938,0,0,1,human,upright
0,11208,7714,218,1477388584.98939,0,0,1,human,upright
0,11212,7714,219,1477388585.0294,0,0,1,human,upright
0,11216,7714,220,1477388585.06942,0,0,1,human,upright
0,11216,7714,221,1477388585.10943,0,0,1,human,upright
0,11220,7714,222,1477388585.14945,0,0,1,human,upright
0,11224,7714,223,1477388585.18946,0,0,1,human,upright
0,11228,7714,224,1477388585.22947,0,0,1,human,upright
0,11228,7714,225,1477388585.26949,0,0,1,human,upright
0,11232,7714,226,1477388585.3095,0,0,1,human,upright
0,11236,7710,227,1477388585.34952,0,0,1,human,upright
0,11240,7710,228,1477388585.38953,0,0,1,human,upright
0,11240,7710,229,1477388585.42954,0,0,1,human,upright
0,11244,7710,230,1477388585.46956,0,0,1,human,upright
0,11248,7710,231,1477388585.50957,0,0,1,human,upright
0,11252,7710,232,1477388585.54959,0,0,1,human,upright
0,11252,7710,233,1477388585.5896,0,0,1,human,upright
0,11256,7710,234,1477388585.62961,0,0,1,human,upright
0,11260,7710,235,1477388585.66963,0,0,1,human,upright
0,11264,7710,236,1477388585.70964,0,0,1,human,upright
0,11264,7710,237,1477388585.74965,0,0,1,human,upright
0,11268,7710,238,1477388585.78967,0,0,1,human,upright
0,11272,7710,239,1477388585.82968,0,0,1,human,upright
0,11276,7710,240,1477388585.8697,0,0,0,human,upright
0,11276,7710,241,1477388585.90971,0,0,1,human,upright
0,11280,7710,242,1477388585.94972,0,0,1,human,upright
0,11284,7710,243,1477388585.98974,0,0,1,human,upright
0,11284,7714,244,1477388586.02975,0,0,1,human,upright
0,11288,7714,245,1477388586.06977,0,0,1,human,upright
0,11292,7714,246,1477388586.10978,0,0,1,human,upright
0,11296,7714,247,1477388586.14979,0,0,1,human,upright
0,11296,7718,248,1477388586.18981,0,0,1,human,upright
0,11300,7718,249,1477388586.22982,0,0,1,human,upright
0,11304,7718,250,1477388586.26984,0,0,1,human,upright
0,11308,7718,251,1477388586.30985,0,0,1,human,upright
0,11308,7722,252,1477388586.34986,0,0,1,human,upright
